message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.623596340";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.610470734";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.610170391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.608044598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.594398540";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.593964797";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.591492365";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.577755762";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.577482675";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.575871017";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.562051314";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.562054350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.560172576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.546481454";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.529888664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.527886859";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.514201469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.497623572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.496437162";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.482133170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.482157706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.479593481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.466238646";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.433614105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.432455686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.418000812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.417878191";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.415689401";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.402358650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.402085092";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.399878354";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.386149745";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.385816937";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.384246476";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.370307163";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.370064468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.367721492";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.354321793";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.338426392";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.336409989";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.322591113";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.322463854";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.319620109";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.305834573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.290248615";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.287598034";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.274108516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.273596576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.271960077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.258289357";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.258088275";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.256360990";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.242604481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.241561575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.239759796";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.225994509";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.225615999";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.224221504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.210339018";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.207621972";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.194120841";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.191979190";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.178347970";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.130382502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.096304375";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.082048503";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.081731658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.079689318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.066246417";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.066125750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.063984595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.050466020";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.050286894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.048218154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.034308729";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.033830482";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.032442889";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.018474391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.018108254";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.015809854";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278329.002681783";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278329.002427266";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278329.000066027";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.985836479";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.985695184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.984387983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.970030879";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.970045165";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.967653650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.954420221";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.954162828";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.951888673";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.938412008";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.937897964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.936094402";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.922512864";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.922240398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.920457945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.906476835";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.905587567";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.903806557";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.889845282";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.889656728";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.888008968";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.874138525";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.873998873";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.872266154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.858442126";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.858410958";"./src/turtle.cpp:update:260"
